movie_id,ml_id,ml_title,ml_year,redial_title,redial_year,plot,title,imdb_id,tmdb_id
106696,106696,Frozen,2013,Frozen,2013,"In the Kingdom of Arendelle, Princess Elsa has the power to create and freeze ice and snow, and her younger sister Anna loves to play with her. When Elsa accidentally hits Anna on the head with her powers and almost kills her, their parents take them to trolls that save Anna's life and make her forget her sister's ability. Elsa returns to the castle and stays reclusively in her room with fear of hurting Anna with her increasing power. Their parents die when their ship sinks into the ocean, and three years later Elsa's coronation forces her to open her castle gates to celebrate with the people. Anna meets Prince Hans at the party and immediately falls in love and decides to marry him. But Elsa doesn't approve, loses control of her powers, and freezes Arendelle. Elsa flees to the mountain and Anna teams up with the peasant Kristoff, his reindeer Sven, and the snowman Olaf to seek out Elsa. They find her in her icy castle and she accidentally hits Anna in the heart; now only true love can save her sister from death.::Claudio Carvalho, Rio de Janeiro, Brazil",Frozen,2294629,109445
208,208,Waterworld,1995,Waterworld,1995,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land.",Waterworld,0114898,9804
215,215,Before Sunrise,1995,Before Sunrise,1995,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",Before Sunrise,0112471,76
216,216,Billy Madison,1995,Billy Madison,1995,"In order to inherit his fed up father's hotel empire, an immature and lazy man must repeat grades 1-12 all over again.",Billy Madison,0112508,11017
218,218,Boys on the Side,1995,Boys on the Side,1995,"Jane is a night club singer, out of work. Robin is a quirky real estate agent looking for a ride-share to accompany her to California...",Boys on the Side,0112571,9382
222,222,Circle of Friends,1995,Circle of Friends,1995,"'Circle Of Friends' is set in 1950's Ireland. The movie focuses on Benny Hogan and her best friend, Eve Malone...",Circle of Friends,0112679,22625
223,223,Clerks,1994,Clerks,1994,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",Clerks,0109445,2292
224,224,Don Juan DeMarco,1995,Don Juan DeMarco,1995,"A psychiatrist must cure a young patient that presents himself as Don Juan, the greatest lover in the world.",Don Juan DeMarco,0112883,1909
225,225,Disclosure,1994,Disclosure,1994,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",Disclosure,0109635,8984
228,228,Destiny Turns on the Radio,1995,Destiny Turns on the Radio,1995,"Johnny Destiny burns into Las Vegas in his hot Plymouth RoadRunner, stopping only to pick up a stranger stranded in the desert...",Destiny Turns on the Radio,0112854,62488
229,229,Death and the Maiden,1994,Death and the Maiden,1994,A political activist is convinced that her guest is a man who once tortured her for the government.,Death and the Maiden,0109579,10531
230,230,Dolores Claiborne,1995,Dolores Claiborne,1995,A big-city reporter travels to the small town where her mother has been arrested for the murder of an elderly woman that she works for as a maid.,Dolores Claiborne,0109642,11929
233,233,Exotica,1994,Exotica,1994,A man whose daughter recently died becomes obsessed with a dancer in the night club Exotica.,Exotica,0109759,20156
8425,8425,Meet the Applegates,1991,Meet the Applegates,1991,"Giant preying mantis living in a south American jungle decide to move into suburban USA. Disguised as humans, the mantis are planning something.. Could it be connected to dad's job in the power station perhaps ?. One day the daughter mantis forgets WHAT she really is when she's with her boyfriend.. oops.::s jones",Meet the Applegates,0100129,76516
235,235,Ed Wood,1994,Ed Wood,1994,"Ambitious but troubled movie director, Edward D. Wood Jr, tries his best to fulfill his dream, despite his lack of support.",Ed Wood,0109707,522
236,236,French Kiss,1995,French Kiss,1995,"A woman flies to France to confront her straying fiancé, but gets into trouble when the charming crook seated next to her uses her for smuggling.",French Kiss,0113117,397
237,237,Forget Paris,1995,Forget Paris,1995,"Mickey Gordon is a basketball referee who travels to France to bury his father. Ellen Andrews, an American living in Paris...",Forget Paris,0113097,10525
234,234,Exit to Eden,1994,Exit to Eden,1994,"Elliot is going to the island of Eden to live out his submissive fantasies, but inadvertently photographs diamond smugglers at work...",Exit to Eden,0109758,18395
49396,49396,Tenacious D in The Pick of Destiny,2006,Tenacious D in The Pick of Destiny,2006,"This is the story of a friendship that changes the course of rock history forever, of the fateful collision of minds between JB and KG that led to the creation of the precedent-shattering band Tenacious D, and of the two heroes' quest to find the fabled Guitar Pick Of Destiny...::Anonymous",Tenacious D in The Pick of Destiny,0365830,2179
90357,90357,Tyrannosaur,2011,Tyrannosaur,2011,"Joseph is a loner, a bitter, foul-mouthed man who mistrusts relationships. After being beaten up by a gang he flees to a charity shop and meets its sole volunteer Hannah with whom he strikes up a friendship of sorts, asking her to pray for a dying friend and inviting her to the man's wake. However Hannah is a victim of domestic violence and, after receiving a particularly severe beating from her husband, moves in with Joseph. Joseph goes to her house to collect her things, where a shock lies in store for him. Despite the lack of a conventional happy end it is clear that Joseph and Hannah may have a future.::don @ minifie-1",Tyrannosaur,1204340,76543
246,246,Hoop Dreams,1994,Hoop Dreams,1994,A film following the lives of two inner-city Chicago boys who struggle to become college basketball players on the road to going professional.,Hoop Dreams,0110057,14275
114935,114935,Predestination,2014,Predestination,2014,"PREDESTINATION chronicles the life of a Temporal Agent sent on an intricate series of time-travel journeys designed to ensure the continuation of his law enforcement career for all eternity. Now, on his final assignment, the Agent must pursue the one criminal that has eluded him throughout time.::Anonymous",Predestination,2397535,206487
247,247,Heavenly Creatures,1994,Heavenly Creatures,1994,"Two girls have an intense fantasy life; their parents, concerned the fantasy is too intense, separate them, and the girls take revenge.",Heavenly Creatures,0110005,1024
249,249,Immortal Beloved,1994,Immortal Beloved,1994,"The life and death of the legendary Ludwig van Beethoven. Besides all the work he is known for, the...",Immortal Beloved,0110116,13701
245,245,The Glass Shield,1994,The Glass Shield,1994,"Two cops: one black and the other female, become compelled to act against corruption and discrimination within their police precinct.","Glass Shield, The",0109906,72031
252,252,I.Q.,1994,I.Q.,1994,"A mechanic romances the mathematician niece of physicist Albert Einstein, with help from Einstein and his friends.",I.Q.,0110099,11777
257,257,Just Cause,1995,Just Cause,1995,A Harvard professor is lured back into the courtroom after 25 years to take the case of a young black man condemned to death for the horrific murder of a child.,Just Cause,0113501,9061
266,266,Legends of the Fall,1994,Legends of the Fall,1994,"In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.",Legends of the Fall,0110322,4476
268,268,Little Odessa,1994,Little Odessa,1994,Early 1990s drama about a family of Soviet Jews living in Brooklyn's Brighton Beach ocean-side neighborhood nicknamed Little Odessa.,Little Odessa,0110365,47504
106766,106766,Inside Llewyn Davis,2013,Inside Llewyn Davis,2013,"It's the middle of winter, 1961. Greenwich Village based folk singer Llewyn Davis, formerly one half of Timlin and Davis who had a modicum of success especially within the local scene, is trying to eke out a solo career. The dissolution of Timlin and Davis was due to circumstances outside of Llewyn's control, there no possibility of a reunion. Llewyn, who has no money, resorts to sleeping on a revolving set of friends' couches, he not averse to asking any among his friends for a place to crash, especially fellow folk singers, professional and personal partners Jean and Jim. Despite needing his friends, he is also not averse to burning bridges to remain true to himself as a professional musician, and in his anger and frustration over his current predicament. His plight makes him blind and oblivious to the goings-on in anyone else's life. His economic situation is made all the worse as his first solo album, Inside Llewyn Davis, is not selling, partly due to issues with his manager, Mel Novikoff. It's a Catch-22 as his homeless situation makes him difficult to locate if a last minute gig arises which further hinders his ability to make money. And he of late seems to be accumulating more and more stuff, including a cat, he having nowhere to put any of it permanently unless he were to dispose of these items. He may only be able to endure getting figuratively pushed down in the pursuit of a career before something has to change in his life.::Huggo",Inside Llewyn Davis,2042568,86829
